CPU time in ms, lat, lng, alt, hh:mm:ss, temp, press, hum
4113889, 0.000000, 0.000000, 0.00, 0:0:0, -29.93, 147.16, 12.47
4115392, 0.000000, 0.000000, 0.00, 0:0:0, -29.89, 147.01, 12.45
4116915, 0.000000, 0.000000, 0.00, 0:0:0, -29.80, 146.88, 12.45
4118436, 0.000000, 0.000000, 0.00, 0:0:0, -29.72, 146.73, 12.46
4119943, 0.000000, 0.000000, 0.00, 0:0:0, -29.59, 146.56, 12.45
4121460, 0.000000, 0.000000, 0.00, 0:0:0, -29.66, 146.44, 12.45
4122972, 0.000000, 0.000000, 0.00, 0:0:0, -29.71, 146.30, 12.44
4124488, 0.000000, 0.000000, 0.00, 0:0:0, -29.72, 146.15, 12.42
4126006, 0.000000, 0.000000, 0.00, 0:0:0, -29.74, 146.01, 12.42
4127525, 0.000000, 0.000000, 0.00, 0:0:0, -29.80, 145.84, 12.39
4129033, 0.000000, 0.000000, 0.00, 0:0:0, -29.80, 145.69, 12.39
4130551, 0.000000, 0.000000, 0.00, 0:0:0, -29.71, 145.53, 12.39
4132063, 0.000000, 0.000000, 0.00, 0:0:0, -29.98, 145.41, 12.38
4133582, 0.000000, 0.000000, 0.00, 0:0:0, -29.93, 145.25, 12.35
4135106, 0.000000, 0.000000, 0.00, 0:0:0, -29.95, 145.10, 12.35
4136610, 0.000000, 0.000000, 0.00, 0:0:0, -30.03, 144.95, 12.35
4138112, 0.000000, 0.000000, 0.00, 0:0:0, -29.96, 144.79, 12.34
4139623, 0.000000, 0.000000, 0.00, 0:0:0, -30.01, 144.66, 12.33
4141140, 0.000000, 0.000000, 0.00, 0:0:0, -29.95, 144.49, 12.35
4142650, 0.000000, 0.000000, 0.00, 0:0:0, -29.90, 144.32, 12.32
4144169, 0.000000, 0.000000, 0.00, 0:0:0, -29.84, 144.21, 12.33
4145675, 0.000000, 0.000000, 0.00, 0:0:0, -30.03, 144.07, 12.30
4147193, 0.000000, 0.000000, 0.00, 0:0:0, -30.06, 143.94, 12.33
4148704, 0.000000, 0.000000, 0.00, 0:0:0, -30.03, 143.76, 12.29
4150218, 0.000000, 0.000000, 0.00, 0:0:0, -29.95, 143.60, 12.30
4151724, 0.000000, 0.000000, 0.00, 0:0:0, -30.18, 143.50, 12.28
4153227, 0.000000, 0.000000, 0.00, 0:0:0, -30.23, 143.36, 12.28
4154750, 0.000000, 0.000000, 0.00, 0:0:0, -30.23, 143.19, 12.26
4156274, 0.000000, 0.000000, 0.00, 0:0:0, -30.14, 143.06, 12.25
4157773, 0.000000, 0.000000, 0.00, 0:0:0, -30.13, 142.92, 12.26
4159282, 0.000000, 0.000000, 0.00, 0:0:0, -30.04, 142.80, 12.27
4160803, 0.000000, 0.000000, 0.00, 0:0:0, -30.06, 142.62, 12.28
4162329, 0.000000, 0.000000, 0.00, 0:0:0, -30.00, 142.48, 12.27
4163849, 0.000000, 0.000000, 0.00, 0:0:0, -30.05, 142.36, 12.22
4165341, 0.000000, 0.000000, 0.00, 0:0:0, -30.20, 142.19, 12.22
4166835, 0.000000, 0.000000, 0.00, 0:0:0, -30.18, 142.06, 12.21
4168349, 0.000000, 0.000000, 0.00, 0:0:0, -30.38, 141.88, 12.20
4169861, 0.000000, 0.000000, 0.00, 0:0:0, -30.40, 141.75, 12.19
4171388, 0.000000, 0.000000, 0.00, 0:0:0, -30.33, 141.60, 12.19
4172911, 0.000000, 0.000000, 0.00, 0:0:0, -30.22, 141.43, 12.18
4174432, 0.000000, 0.000000, 0.00, 0:0:0, -30.09, 141.30, 12.19
4175895, 0.000000, 0.000000, 0.00, 0:0:0, -30.05, 141.13, 12.19
4177385, 0.000000, 0.000000, 0.00, 0:0:0, -30.04, 141.02, 12.19
4178909, 0.000000, 0.000000, 0.00, 0:0:0, -29.99, 140.88, 12.19
4180434, 0.000000, 0.000000, 0.00, 0:0:0, -30.08, 140.76, 12.17
4181957, 0.000000, 0.000000, 0.00, 0:0:0, -29.99, 140.64, 12.18
4183477, 0.000000, 0.000000, 0.00, 0:0:0, -29.86, 140.48, 12.19
4185004, 0.000000, 0.000000, 0.00, 0:0:0, -29.84, 140.31, 12.16
4186533, 0.000000, 0.000000, 0.00, 0:0:0, -29.87, 140.17, 12.18
4188055, 0.000000, 0.000000, 0.00, 0:0:0, -30.03, 140.03, 12.17
4189576, 0.000000, 0.000000, 0.00, 0:0:0, -30.03, 139.86, 12.16
4191100, 0.000000, 0.000000, 0.00, 0:0:0, -30.18, 139.71, 12.14
4192654, 0.000000, 0.000000, 0.00, 0:0:0, -30.12, 139.56, 12.14
4194078, 0.000000, 0.000000, 0.00, 0:0:0, -30.12, 139.40, 12.13
4195434, 0.000000, 0.000000, 0.00, 0:0:0, -30.00, 139.31, 12.14
4196795, 0.000000, 0.000000, 0.00, 0:0:0, -30.03, 139.16, 12.13
4198241, 0.000000, 0.000000, 0.00, 0:0:0, -30.06, 139.01, 12.12
4199762, 0.000000, 0.000000, 0.00, 0:0:0, -29.95, 138.85, 12.11
4201283, 0.000000, 0.000000, 0.00, 0:0:0, -29.85, 138.71, 12.12
4202761, 0.000000, 0.000000, 0.00, 0:0:0, -29.93, 138.56, 12.12
4204236, 0.000000, 0.000000, 0.00, 0:0:0, -30.04, 138.44, 12.09
4205802, 0.000000, 0.000000, 0.00, 0:0:0, -30.00, 138.26, 12.09
4207296, 0.000000, 0.000000, 0.00, 0:0:0, -29.89, 138.15, 12.09
4208859, 0.000000, 0.000000, 0.00, 0:0:0, -29.93, 137.96, 12.10
4210412, 0.000000, 0.000000, 0.00, 0:0:0, -29.83, 137.84, 12.09
4211964, 0.000000, 0.000000, 0.00, 0:0:0, -29.96, 137.70, 12.08
4213398, 0.000000, 0.000000, 0.00, 0:0:0, -30.05, 137.55, 12.07
4214918, 0.000000, 0.000000, 0.00, 0:0:0, -29.94, 137.36, 12.06
4216431, 0.000000, 0.000000, 0.00, 0:0:0, -29.92, 137.23, 12.07
4217951, 0.000000, 0.000000, 0.00, 0:0:0, -29.99, 137.09, 12.03
4219471, 0.000000, 0.000000, 0.00, 0:0:0, -29.85, 136.96, 12.06
4220995, 0.000000, 0.000000, 0.00, 0:0:0, -29.71, 136.80, 12.05
4222515, 0.000000, 0.000000, 0.00, 0:0:0, -29.57, 136.66, 12.07
4224040, 0.000000, 0.000000, 0.00, 0:0:0, -29.54, 136.56, 12.07
4225570, 0.000000, 0.000000, 0.00, 0:0:0, -29.43, 136.38, 12.07
4227094, 0.000000, 0.000000, 0.00, 0:0:0, -29.56, 136.24, 12.06
4228612, 0.000000, 0.000000, 0.00, 0:0:0, -29.50, 136.14, 12.05
4230138, 0.000000, 0.000000, 0.00, 0:0:0, -29.60, 135.95, 12.05
4231668, 0.000000, 0.000000, 0.00, 0:0:0, -29.46, 135.80, 12.05
4233210, 0.000000, 0.000000, 0.00, 0:0:0, -29.44, 135.63, 12.05
4234735, 0.000000, 0.000000, 0.00, 0:0:0, -29.40, 135.48, 12.04
4236266, 0.000000, 0.000000, 0.00, 0:0:0, -29.36, 135.38, 12.03
4237790, 0.000000, 0.000000, 0.00, 0:0:0, -29.55, 135.16, 12.03
4239316, 0.000000, 0.000000, 0.00, 0:0:0, -29.52, 135.04, 12.02
4240843, 0.000000, 0.000000, 0.00, 0:0:0, -29.86, 134.88, 12.02
4242370, 0.000000, 0.000000, 0.00, 0:0:0, -29.73, 134.72, 12.00
4243893, 0.000000, 0.000000, 0.00, 0:0:0, -29.61, 134.56, 12.00
4245416, 0.000000, 0.000000, 0.00, 0:0:0, -29.51, 134.42, 12.01
4246941, 0.000000, 0.000000, 0.00, 0:0:0, -29.36, 134.26, 12.01
4248463, 0.000000, 0.000000, 0.00, 0:0:0, -29.26, 134.16, 12.00
4250015, 0.000000, 0.000000, 0.00, 0:0:0, -29.20, 133.99, 12.00
4251597, 0.000000, 0.000000, 0.00, 0:0:0, -29.26, 133.82, 12.04
4253126, 0.000000, 0.000000, 0.00, 0:0:0, -29.25, 133.65, 12.00
4254655, 0.000000, 0.000000, 0.00, 0:0:0, -29.39, 133.52, 11.98
4256160, 0.000000, 0.000000, 0.00, 0:0:0, -29.35, 133.36, 11.96
4257679, 0.000000, 0.000000, 0.00, 0:0:0, -29.41, 133.19, 11.98
4259180, 0.000000, 0.000000, 0.00, 0:0:0, -29.32, 133.07, 11.98
4260697, 0.000000, 0.000000, 0.00, 0:0:0, -29.24, 132.88, 11.97
4262212, 0.000000, 0.000000, 0.00, 0:0:0, -29.38, 132.73, 11.97
4263736, 0.000000, 0.000000, 0.00, 0:0:0, -29.37, 132.61, 11.96
4265262, 0.000000, 0.000000, 0.00, 0:0:0, -29.69, 132.43, 11.94
4266784, 0.000000, 0.000000, 0.00, 0:0:0, -29.76, 132.28, 11.93
4268299, 0.000000, 0.000000, 0.00, 0:0:0, -29.80, 132.16, 11.94
4269807, 0.000000, 0.000000, 0.00, 0:0:0, -29.87, 131.99, 11.90
4271331, 0.000000, 0.000000, 0.00, 0:0:0, -29.99, 131.86, 11.90
4272828, 0.000000, 0.000000, 0.00, 0:0:0, -29.89, 131.69, 11.90
4274369, 0.000000, 0.000000, 0.00, 0:0:0, -29.87, 131.57, 11.89
4275898, 0.000000, 0.000000, 0.00, 0:0:0, -29.78, 131.45, 11.88
4277424, 0.000000, 0.000000, 0.00, 0:0:0, -29.72, 131.26, 11.88
4278934, 0.000000, 0.000000, 0.00, 0:0:0, -29.88, 131.13, 11.89
4280460, 0.000000, 0.000000, 0.00, 0:0:0, -29.78, 131.02, 11.87
4281964, 0.000000, 0.000000, 0.00, 0:0:0, -29.79, 130.90, 11.88
4283488, 0.000000, 0.000000, 0.00, 0:0:0, -29.89, 130.75, 11.88
4285004, 0.000000, 0.000000, 0.00, 0:0:0, -29.83, 130.60, 11.87
4286529, 0.000000, 0.000000, 0.00, 0:0:0, -29.77, 130.44, 11.87
4288033, 0.000000, 0.000000, 0.00, 0:0:0, -29.73, 130.28, 11.86
4289563, 0.000000, 0.000000, 0.00, 0:0:0, -29.80, 130.16, 11.86
4291081, 0.000000, 0.000000, 0.00, 0:0:0, -29.90, 129.99, 11.84
4292589, 0.000000, 0.000000, 0.00, 0:0:0, -29.90, 129.87, 11.84
4294120, 0.000000, 0.000000, 0.00, 0:0:0, -30.00, 129.72, 11.84
4295651, 0.000000, 0.000000, 0.00, 0:0:0, -30.11, 129.56, 11.83
4297167, 0.000000, 0.000000, 0.00, 0:0:0, -30.05, 129.40, 11.84
4298673, 0.000000, 0.000000, 0.00, 0:0:0, -30.09, 129.27, 11.81
4300184, 0.000000, 0.000000, 0.00, 0:0:0, -29.97, 129.06, 11.80
4301713, 0.000000, 0.000000, 0.00, 0:0:0, -29.92, 128.91, 11.83
4303223, 0.000000, 0.000000, 0.00, 0:0:0, -30.08, 128.80, 11.81
4304750, 0.000000, 0.000000, 0.00, 0:0:0, -29.92, 128.66, 11.81
4306270, 0.000000, 0.000000, 0.00, 0:0:0, -29.87, 128.53, 11.83
4307760, 0.000000, 0.000000, 0.00, 0:0:0, -29.81, 128.39, 11.80
4309289, 0.000000, 0.000000, 0.00, 0:0:0, -29.93, 128.27, 11.82
4310819, 0.000000, 0.000000, 0.00, 0:0:0, -29.82, 128.13, 11.81
4312323, 0.000000, 0.000000, 0.00, 0:0:0, -29.93, 127.98, 11.80
4313845, 0.000000, 0.000000, 0.00, 0:0:0, -29.83, 127.85, 11.79
4315374, 0.000000, 0.000000, 0.00, 0:0:0, -29.68, 127.71, 11.79
4316879, 0.000000, 0.000000, 0.00, 0:0:0, -29.56, 127.58, 11.81
4318389, 0.000000, 0.000000, 0.00, 0:0:0, -29.52, 127.47, 11.82
4319918, 0.000000, 0.000000, 0.00, 0:0:0, -29.56, 127.34, 11.79
4321436, 0.000000, 0.000000, 0.00, 0:0:0, -29.45, 127.18, 11.80
4322950, 0.000000, 0.000000, 0.00, 0:0:0, -29.47, 127.01, 11.80
4324476, 0.000000, 0.000000, 0.00, 0:0:0, -29.44, 126.87, 11.84
4325993, 0.000000, 0.000000, 0.00, 0:0:0, -29.58, 126.73, 11.79
4327504, 0.000000, 0.000000, 0.00, 0:0:0, -29.72, 126.60, 11.77
4329035, 0.000000, 0.000000, 0.00, 0:0:0, -29.82, 126.44, 11.78
4330557, 0.000000, 0.000000, 0.00, 0:0:0, -29.86, 126.29, 11.75
4332066, 0.000000, 0.000000, 0.00, 0:0:0, -29.78, 126.15, 11.74
4333584, 0.000000, 0.000000, 0.00, 0:0:0, -29.73, 125.99, 11.73
4335095, 0.000000, 0.000000, 0.00, 0:0:0, -29.66, 125.84, 11.75
4336628, 0.000000, 0.000000, 0.00, 0:0:0, -29.55, 125.74, 11.78
4338143, 0.000000, 0.000000, 0.00, 0:0:0, -29.51, 125.60, 11.76
4339634, 0.000000, 0.000000, 0.00, 0:0:0, -29.46, 125.44, 11.77
4341154, 0.000000, 0.000000, 0.00, 0:0:0, -29.44, 125.29, 11.76
4342680, 0.000000, 0.000000, 0.00, 0:0:0, -29.33, 125.18, 11.76
4344194, 0.000000, 0.000000, 0.00, 0:0:0, -29.33, 125.00, 11.77
4345695, 0.000000, 0.000000, 0.00, 0:0:0, -29.42, 124.89, 11.75
4347212, 0.000000, 0.000000, 0.00, 0:0:0, -29.49, 124.80, 11.74
4348720, 0.000000, 0.000000, 0.00, 0:0:0, -29.46, 124.65, 11.72
4350227, 0.000000, 0.000000, 0.00, 0:0:0, -29.39, 124.52, 11.71
4351750, 0.000000, 0.000000, 0.00, 0:0:0, -29.39, 124.38, 11.73
4353291, 0.000000, 0.000000, 0.00, 0:0:0, -29.46, 124.26, 11.73
4354793, 0.000000, 0.000000, 0.00, 0:0:0, -29.36, 124.11, 11.72
4356310, 0.000000, 0.000000, 0.00, 0:0:0, -29.26, 123.99, 11.71
4357822, 0.000000, 0.000000, 0.00, 0:0:0, -29.51, 123.87, 11.72
4359341, 0.000000, 0.000000, 0.00, 0:0:0, -29.53, 123.72, 11.70
4360860, 0.000000, 0.000000, 0.00, 0:0:0, -29.43, 123.59, 11.70
4362366, 0.000000, 0.000000, 0.00, 0:0:0, -29.40, 123.45, 11.71
4363870, 0.000000, 0.000000, 0.00, 0:0:0, -29.27, 123.31, 11.71
4365400, 0.000000, 0.000000, 0.00, 0:0:0, -29.31, 123.18, 11.70
4366909, 0.000000, 0.000000, 0.00, 0:0:0, -29.25, 123.05, 11.71
4368422, 0.000000, 0.000000, 0.00, 0:0:0, -29.13, 122.94, 11.71
4369924, 0.000000, 0.000000, 0.00, 0:0:0, -29.28, 122.81, 11.69
4371430, 0.000000, 0.000000, 0.00, 0:0:0, -29.22, 122.68, 11.69
4372929, 0.000000, 0.000000, 0.00, 0:0:0, -29.22, 122.51, 11.70
4374444, 0.000000, 0.000000, 0.00, 0:0:0, -29.36, 122.39, 11.67
4375966, 0.000000, 0.000000, 0.00, 0:0:0, -29.31, 122.21, 11.66
4377480, 0.000000, 0.000000, 0.00, 0:0:0, -29.49, 122.13, 11.66
4378975, 0.000000, 0.000000, 0.00, 0:0:0, -29.48, 122.02, 11.66
4380474, 0.000000, 0.000000, 0.00, 0:0:0, -29.61, 121.89, 11.64
4381960, 0.000000, 0.000000, 0.00, 0:0:0, -29.65, 121.73, 11.63
4383521, 0.000000, 0.000000, 0.00, 0:0:0, -29.51, 121.61, 11.63
4385033, 0.000000, 0.000000, 0.00, 0:0:0, -29.46, 121.46, 11.62
4386549, 0.000000, 0.000000, 0.00, 0:0:0, -29.34, 121.34, 11.64
4388085, 0.000000, 0.000000, 0.00, 0:0:0, -29.35, 121.16, 11.65
4389582, 0.000000, 0.000000, 0.00, 0:0:0, -29.32, 121.07, 11.62
4391112, 0.000000, 0.000000, 0.00, 0:0:0, -29.29, 120.90, 11.62
4392600, 0.000000, 0.000000, 0.00, 0:0:0, -29.19, 120.77, 11.62
4394125, 0.000000, 0.000000, 0.00, 0:0:0, -29.10, 120.64, 11.64
4395629, 0.000000, 0.000000, 0.00, 0:0:0, -29.08, 120.51, 11.63
4397135, 0.000000, 0.000000, 0.00, 0:0:0, -29.37, 120.36, 11.63
4398643, 0.000000, 0.000000, 0.00, 0:0:0, -29.33, 120.21, 11.60
4400153, 0.000000, 0.000000, 0.00, 0:0:0, -29.39, 120.10, 11.59
4401661, 0.000000, 0.000000, 0.00, 0:0:0, -29.33, 119.96, 11.59
4403166, 0.000000, 0.000000, 0.00, 0:0:0, -29.31, 119.85, 11.59
4404676, 0.000000, 0.000000, 0.00, 0:0:0, -29.51, 119.64, 11.61
4406203, 0.000000, 0.000000, 0.00, 0:0:0, -29.57, 119.55, 11.60
4407716, 0.000000, 0.000000, 0.00, 0:0:0, -29.57, 119.41, 11.59
4409209, 0.000000, 0.000000, 0.00, 0:0:0, -29.44, 119.28, 11.57
4410723, 0.000000, 0.000000, 0.00, 0:0:0, -29.37, 119.17, 11.57
4412236, 0.000000, 0.000000, 0.00, 0:0:0, -29.36, 119.02, 11.56
4413743, 0.000000, 0.000000, 0.00, 0:0:0, -29.43, 118.89, 11.56
4415254, 0.000000, 0.000000, 0.00, 0:0:0, -29.29, 118.79, 11.56
4416768, 0.000000, 0.000000, 0.00, 0:0:0, -29.20, 118.68, 11.55
4418298, 0.000000, 0.000000, 0.00, 0:0:0, -29.08, 118.51, 11.59
4419802, 0.000000, 0.000000, 0.00, 0:0:0, -28.92, 118.41, 11.57
4421303, 0.000000, 0.000000, 0.00, 0:0:0, -28.88, 118.31, 11.54
4422798, 0.000000, 0.000000, 0.00, 0:0:0, -28.82, 118.17, 11.55
4424316, 0.000000, 0.000000, 0.00, 0:0:0, -28.96, 117.99, 11.56
4425805, 0.000000, 0.000000, 0.00, 0:0:0, -28.85, 117.88, 11.55
4427320, 0.000000, 0.000000, 0.00, 0:0:0, -29.00, 117.73, 11.55
4428830, 0.000000, 0.000000, 0.00, 0:0:0, -29.00, 117.60, 11.55
4430337, 0.000000, 0.000000, 0.00, 0:0:0, -29.13, 117.54, 11.51
4431843, 0.000000, 0.000000, 0.00, 0:0:0, -29.07, 117.39, 11.51
4433349, 0.000000, 0.000000, 0.00, 0:0:0, -29.19, 117.27, 11.54
4434863, 0.000000, 0.000000, 0.00, 0:0:0, -29.09, 117.09, 11.52
4436372, 0.000000, 0.000000, 0.00, 0:0:0, -29.14, 116.98, 11.50
4437869, 0.000000, 0.000000, 0.00, 0:0:0, -29.06, 116.90, 11.51
4439388, 0.000000, 0.000000, 0.00, 0:0:0, -29.00, 116.77, 11.49
4440898, 0.000000, 0.000000, 0.00, 0:0:0, -28.95, 116.65, 11.50
4442419, 0.000000, 0.000000, 0.00, 0:0:0, -28.96, 116.50, 11.50
4443935, 0.000000, 0.000000, 0.00, 0:0:0, -28.86, 116.39, 11.50
4445452, 0.000000, 0.000000, 0.00, 0:0:0, -28.90, 116.25, 11.52
4446980, 0.000000, 0.000000, 0.00, 0:0:0, -29.04, 116.13, 11.48
4448493, 0.000000, 0.000000, 0.00, 0:0:0, -29.20, 116.05, 11.51
4450008, 0.000000, 0.000000, 0.00, 0:0:0, -29.32, 115.90, 11.48
4451524, 0.000000, 0.000000, 0.00, 0:0:0, -29.29, 115.78, 11.47
4453042, 0.000000, 0.000000, 0.00, 0:0:0, -29.19, 115.65, 11.47
4454551, 0.000000, 0.000000, 0.00, 0:0:0, -29.51, 115.50, 11.47
4456066, 0.000000, 0.000000, 0.00, 0:0:0, -29.40, 115.38, 11.48
4457580, 0.000000, 0.000000, 0.00, 0:0:0, -29.28, 115.27, 11.46
4459102, 0.000000, 0.000000, 0.00, 0:0:0, -29.19, 115.12, 11.45
4460612, 0.000000, 0.000000, 0.00, 0:0:0, -29.04, 115.02, 11.49
4462129, 0.000000, 0.000000, 0.00, 0:0:0, -28.91, 114.88, 11.47
4463645, 0.000000, 0.000000, 0.00, 0:0:0, -28.83, 114.74, 11.47
4465157, 0.000000, 0.000000, 0.00, 0:0:0, -28.71, 114.60, 11.50
4466681, 0.000000, 0.000000, 0.00, 0:0:0, -28.88, 114.41, 11.47
4468195, 0.000000, 0.000000, 0.00, 0:0:0, -28.85, 114.35, 11.46
4469702, 0.000000, 0.000000, 0.00, 0:0:0, -28.80, 114.21, 11.47
4471223, 0.000000, 0.000000, 0.00, 0:0:0, -28.72, 114.06, 11.48
4472754, 0.000000, 0.000000, 0.00, 0:0:0, -28.65, 113.93, 11.47
4474264, 0.000000, 0.000000, 0.00, 0:0:0, -28.60, 113.79, 11.47
4475781, 0.000000, 0.000000, 0.00, 0:0:0, -28.61, 113.65, 11.46
4477289, 0.000000, 0.000000, 0.00, 0:0:0, -28.67, 113.57, 11.46
4478793, 0.000000, 0.000000, 0.00, 0:0:0, -28.81, 113.38, 11.45
4480311, 0.000000, 0.000000, 0.00, 0:0:0, -28.83, 113.29, 11.48
4481829, 0.000000, 0.000000, 0.00, 0:0:0, -28.74, 113.18, 11.44
4483361, 0.000000, 0.000000, 0.00, 0:0:0, -28.80, 113.01, 11.45
4484875, 0.000000, 0.000000, 0.00, 0:0:0, -28.92, 112.94, 11.45
4486382, 0.000000, 0.000000, 0.00, 0:0:0, -28.93, 112.77, 11.42
4487900, 0.000000, 0.000000, 0.00, 0:0:0, -29.08, 112.68, 11.42
4489415, 0.000000, 0.000000, 0.00, 0:0:0, -29.02, 112.54, 11.41
4490937, 0.000000, 0.000000, 0.00, 0:0:0, -28.97, 112.42, 11.42
4492455, 0.000000, 0.000000, 0.00, 0:0:0, -28.90, 112.30, 11.42
4493965, 0.000000, 0.000000, 0.00, 0:0:0, -28.89, 112.22, 11.38
4495486, 0.000000, 0.000000, 0.00, 0:0:0, -28.74, 112.07, 11.41
4497005, 0.000000, 0.000000, 0.00, 0:0:0, -28.83, 111.95, 11.41
4498531, 0.000000, 0.000000, 0.00, 0:0:0, -28.83, 111.84, 11.40
4500039, 0.000000, 0.000000, 0.00, 0:0:0, -28.80, 111.71, 11.40
4501544, 0.000000, 0.000000, 0.00, 0:0:0, -28.73, 111.62, 11.39
4503068, 0.000000, 0.000000, 0.00, 0:0:0, -28.68, 111.49, 11.39
4504583, 0.000000, 0.000000, 0.00, 0:0:0, -28.91, 111.40, 11.38
4506097, 0.000000, 0.000000, 0.00, 0:0:0, -28.91, 111.25, 11.36
4507609, 0.000000, 0.000000, 0.00, 0:0:0, -29.06, 111.10, 11.37
4509123, 0.000000, 0.000000, 0.00, 0:0:0, -29.09, 111.01, 11.36
4510636, 0.000000, 0.000000, 0.00, 0:0:0, -29.16, 110.82, 11.36
4512139, 0.000000, 0.000000, 0.00, 0:0:0, -29.25, 110.75, 11.33
4513651, 0.000000, 0.000000, 0.00, 0:0:0, -29.29, 110.60, 11.33
4515160, 0.000000, 0.000000, 0.00, 0:0:0, -29.36, 110.47, 11.32
4516662, 0.000000, 0.000000, 0.00, 0:0:0, -29.25, 110.34, 11.32
4518184, 0.000000, 0.000000, 0.00, 0:0:0, -29.11, 110.20, 11.33
4519705, 0.000000, 0.000000, 0.00, 0:0:0, -29.06, 110.10, 11.33
4521208, 0.000000, 0.000000, 0.00, 0:0:0, -28.96, 110.01, 11.32
4522721, 0.000000, 0.000000, 0.00, 0:0:0, -28.85, 109.90, 11.33
4524233, 0.000000, 0.000000, 0.00, 0:0:0, -28.96, 109.76, 11.32
4525747, 0.000000, 0.000000, 0.00, 0:0:0, -28.83, 109.63, 11.32
4527240, 0.000000, 0.000000, 0.00, 0:0:0, -28.78, 109.53, 11.33
4528762, 0.000000, 0.000000, 0.00, 0:0:0, -28.68, 109.41, 11.34
4530281, 0.000000, 0.000000, 0.00, 0:0:0, -28.62, 109.32, 11.33
4531784, 0.000000, 0.000000, 0.00, 0:0:0, -28.85, 109.14, 11.32
4533280, 0.000000, 0.000000, 0.00, 0:0:0, -28.80, 109.03, 11.30
4534802, 0.000000, 0.000000, 0.00, 0:0:0, -28.96, 108.94, 11.29
4536303, 0.000000, 0.000000, 0.00, 0:0:0, -28.90, 108.79, 11.30
4537817, 0.000000, 0.000000, 0.00, 0:0:0, -29.02, 108.71, 11.29
4539335, 0.000000, 0.000000, 0.00, 0:0:0, -29.03, 108.57, 11.29
4540821, 0.000000, 0.000000, 0.00, 0:0:0, -28.91, 108.47, 11.28
4542344, 0.000000, 0.000000, 0.00, 0:0:0, -28.80, 108.36, 11.28
4543855, 0.000000, 0.000000, 0.00, 0:0:0, -28.80, 108.22, 11.26
4545364, 0.000000, 0.000000, 0.00, 0:0:0, -28.91, 108.08, 11.27
4546867, 0.000000, 0.000000, 0.00, 0:0:0, -28.91, 107.95, 11.27
4548379, 0.000000, 0.000000, 0.00, 0:0:0, -28.83, 107.86, 11.27
4549901, 0.000000, 0.000000, 0.00, 0:0:0, -28.96, 107.71, 11.27
4551410, 0.000000, 0.000000, 0.00, 0:0:0, -28.87, 107.61, 11.26
4552925, 0.000000, 0.000000, 0.00, 0:0:0, -28.99, 107.49, 11.25
4554426, 0.000000, 0.000000, 0.00, 0:0:0, -28.91, 107.34, 11.28
4555949, 0.000000, 0.000000, 0.00, 0:0:0, -28.82, 107.24, 11.26
4557451, 0.000000, 0.000000, 0.00, 0:0:0, -28.69, 107.13, 11.27
4558949, 0.000000, 0.000000, 0.00, 0:0:0, -28.56, 107.03, 11.23
4560458, 0.000000, 0.000000, 0.00, 0:0:0, -28.69, 106.88, 11.25
4561970, 0.000000, 0.000000, 0.00, 0:0:0, -28.61, 106.77, 11.28
4563478, 0.000000, 0.000000, 0.00, 0:0:0, -28.53, 106.67, 11.25
4564994, 0.000000, 0.000000, 0.00, 0:0:0, -28.50, 106.53, 11.25
4566506, 0.000000, 0.000000, 0.00, 0:0:0, -28.54, 106.44, 11.25
4568022, 0.000000, 0.000000, 0.00, 0:0:0, -28.46, 106.33, 11.26
4569536, 0.000000, 0.000000, 0.00, 0:0:0, -28.47, 106.22, 11.23
4571035, 0.000000, 0.000000, 0.00, 0:0:0, -28.49, 106.10, 11.22
4572560, 0.000000, 0.000000, 0.00, 0:0:0, -28.62, 106.03, 11.23
4574063, 0.000000, 0.000000, 0.00, 0:0:0, -28.55, 105.90, 11.23
4575568, 0.000000, 0.000000, 0.00, 0:0:0, -28.50, 105.76, 11.21
4577080, 0.000000, 0.000000, 0.00, 0:0:0, -28.49, 105.63, 11.24
4578581, 0.000000, 0.000000, 0.00, 0:0:0, -28.38, 105.52, 11.21
4580112, 0.000000, 0.000000, 0.00, 0:0:0, -28.28, 105.41, 11.24
4581626, 0.000000, 0.000000, 0.00, 0:0:0, -28.22, 105.29, 11.27
4583134, 0.000000, 0.000000, 0.00, 0:0:0, -28.22, 105.21, 11.22
4584639, 0.000000, 0.000000, 0.00, 0:0:0, -28.11, 105.09, 11.23
4586163, 0.000000, 0.000000, 0.00, 0:0:0, -28.13, 104.95, 11.25
4587673, 0.000000, 0.000000, 0.00, 0:0:0, -28.01, 104.87, 11.21
4589193, 0.000000, 0.000000, 0.00, 0:0:0, -27.94, 104.70, 11.22
4590708, 0.000000, 0.000000, 0.00, 0:0:0, -28.11, 104.59, 11.21
4592210, 0.000000, 0.000000, 0.00, 0:0:0, -28.04, 104.47, 11.19
4593719, 0.000000, 0.000000, 0.00, 0:0:0, -28.11, 104.37, 11.21
4595233, 0.000000, 0.000000, 0.00, 0:0:0, -28.20, 104.24, 11.21
4596751, 0.000000, 0.000000, 0.00, 0:0:0, -28.22, 104.12, 11.19
4598263, 0.000000, 0.000000, 0.00, 0:0:0, -28.16, 104.00, 11.18
4599773, 0.000000, 0.000000, 0.00, 0:0:0, -28.07, 103.89, 11.20
4601284, 0.000000, 0.000000, 0.00, 0:0:0, -27.93, 103.77, 11.18
4602816, 0.000000, 0.000000, 0.00, 0:0:0, -27.84, 103.66, 11.18
