CPU time in ms, lat, lng, alt, hh:mm:ss, temp, press, hum
2321, 0.000000, 0.000000, 0.00, 0:0:0, 27.67, 1021.89, 44.31
3624, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.90, 44.40
4847, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.89, 44.53
6072, 0.000000, 0.000000, 0.00, 0:0:0, 27.72, 1021.90, 44.53
7380, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.90, 44.51
8610, 0.000000, 0.000000, 0.00, 0:0:0, 27.72, 1021.92, 44.51
9870, 0.000000, 0.000000, 0.00, 0:0:0, 27.72, 1021.93, 44.55
11096, 0.000000, 0.000000, 0.00, 0:0:0, 27.72, 1021.92, 44.54
12319, 0.000000, 0.000000, 0.00, 0:0:0, 27.72, 1021.90, 44.47
13557, 0.000000, 0.000000, 0.00, 0:0:0, 27.72, 1021.91, 44.43
14780, 0.000000, 0.000000, 0.00, 0:0:0, 27.72, 1021.92, 44.44
16002, 0.000000, 0.000000, 0.00, 0:0:0, 27.72, 1021.92, 44.53
17251, 0.000000, 0.000000, 0.00, 0:0:0, 27.72, 1021.91, 44.63
18471, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.91, 44.63
19696, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.92, 44.56
20959, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.88, 44.53
22189, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.91, 44.51
23412, 0.000000, 0.000000, 0.00, 0:0:0, 27.70, 1021.92, 44.54
24667, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.91, 44.63
25892, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.92, 44.71
27116, 0.000000, 0.000000, 0.00, 0:0:0, 27.71, 1021.92, 44.77
28377, 0.000000, 0.000000, 0.00, 0:0:0, 27.70, 1021.91, 44.82
29599, 0.000000, 0.000000, 0.00, 0:0:0, 27.70, 1021.92, 44.99
30818, 0.000000, 0.000000, 0.00, 0:0:0, 27.70, 1021.94, 45.09
32078, 0.000000, 0.000000, 0.00, 0:0:0, 27.70, 1021.92, 44.91
33304, 0.000000, 0.000000, 0.00, 0:0:0, 27.70, 1021.94, 44.76
34525, 0.000000, 0.000000, 0.00, 0:0:0, 27.69, 1021.95, 44.63
35796, 0.000000, 0.000000, 0.00, 0:0:0, 27.69, 1021.95, 44.57
37018, 0.000000, 0.000000, 0.00, 0:0:0, 27.66, 1021.86, 44.52
38240, 0.000000, 0.000000, 0.00, 0:0:0, 27.68, 1021.96, 44.48
39506, 0.000000, 0.000000, 0.00, 0:0:0, 27.67, 1021.94, 44.46
40729, 0.000000, 0.000000, 0.00, 0:0:0, 27.67, 1021.92, 44.46
41954, 0.000000, 0.000000, 0.00, 0:0:0, 27.67, 1021.93, 44.52
43217, 0.000000, 0.000000, 0.00, 0:0:0, 27.67, 1021.94, 44.53
44440, 0.000000, 0.000000, 0.00, 0:0:0, 27.66, 1021.93, 44.51
45660, 0.000000, 0.000000, 0.00, 0:0:0, 27.66, 1021.93, 44.45
46924, 0.000000, 0.000000, 0.00, 0:0:0, 27.65, 1021.93, 44.27
48149, 0.000000, 0.000000, 0.00, 0:0:0, 27.65, 1021.92, 44.11
49369, 0.000000, 0.000000, 0.00, 0:0:0, 27.64, 1021.92, 43.96
50632, 0.000000, 0.000000, 0.00, 0:0:0, 27.64, 1021.93, 43.79
51859, 0.000000, 0.000000, 0.00, 0:0:0, 27.63, 1021.95, 43.63
53084, 0.000000, 0.000000, 0.00, 0:0:0, 27.63, 1021.95, 43.50
54346, 0.000000, 0.000000, 0.00, 0:0:0, 27.63, 1021.96, 43.29
55570, 0.000000, 0.000000, 0.00, 0:0:0, 27.63, 1021.95, 43.21
56790, 0.000000, 0.000000, 0.00, 0:0:0, 27.61, 1021.91, 43.13
58056, 0.000000, 0.000000, 0.00, 0:0:0, 27.61, 1021.97, 42.97
59279, 0.000000, 0.000000, 0.00, 0:0:0, 27.61, 1021.92, 42.85
60503, 0.000000, 0.000000, 0.00, 0:0:0, 27.60, 1021.91, 42.85
61761, 0.000000, 0.000000, 0.00, 0:0:0, 27.60, 1021.91, 42.90
62985, 0.000000, 0.000000, 0.00, 0:0:0, 27.60, 1021.92, 42.93
64205, 0.000000, 0.000000, 0.00, 0:0:0, 27.60, 1021.95, 42.96
65470, 0.000000, 0.000000, 0.00, 0:0:0, 27.59, 1021.92, 42.96
66696, 0.000000, 0.000000, 0.00, 0:0:0, 27.59, 1021.93, 42.97
67920, 0.000000, 0.000000, 0.00, 0:0:0, 27.58, 1021.91, 42.98
69184, 0.000000, 0.000000, 0.00, 0:0:0, 27.59, 1021.89, 42.97
70406, 0.000000, 0.000000, 0.00, 0:0:0, 27.58, 1021.92, 42.99
71626, 0.000000, 0.000000, 0.00, 0:0:0, 27.58, 1021.96, 43.08
72892, 0.000000, 0.000000, 0.00, 0:0:0, 27.57, 1021.94, 43.18
74114, 0.000000, 0.000000, 0.00, 0:0:0, 27.56, 1021.91, 43.25
75338, 0.000000, 0.000000, 0.00, 0:0:0, 27.57, 1021.89, 43.27
76599, 0.000000, 0.000000, 0.00, 0:0:0, 27.56, 1021.91, 43.32
77821, 0.000000, 0.000000, 0.00, 0:0:0, 27.56, 1021.90, 43.37
79045, 0.000000, 0.000000, 0.00, 0:0:0, 27.56, 1021.90, 43.42
80308, 0.000000, 0.000000, 0.00, 0:0:0, 27.56, 1021.93, 43.47
81531, 0.000000, 0.000000, 0.00, 0:0:0, 27.56, 1021.92, 43.53
82761, 0.000000, 0.000000, 0.00, 0:0:0, 27.54, 1021.95, 43.43
84023, 0.000000, 0.000000, 0.00, 0:0:0, 27.53, 1021.91, 43.49
85246, 0.000000, 0.000000, 0.00, 0:0:0, 27.51, 1021.90, 43.38
86469, 0.000000, 0.000000, 0.00, 0:0:0, 27.52, 1021.96, 43.28
87736, 0.000000, 0.000000, 0.00, 0:0:0, 27.51, 1021.93, 43.21
88962, 0.000000, 0.000000, 0.00, 0:0:0, 27.50, 1021.93, 43.19
90185, 0.000000, 0.000000, 0.00, 0:0:0, 27.49, 1021.94, 43.21
91453, 0.000000, 0.000000, 0.00, 0:0:0, 27.50, 1021.94, 43.21
92680, 0.000000, 0.000000, 0.00, 0:0:0, 27.49, 1021.92, 43.19
93903, 0.000000, 0.000000, 0.00, 0:0:0, 27.48, 1021.93, 43.19
95139, 0.000000, 0.000000, 0.00, 0:0:0, 27.48, 1021.92, 43.20
96359, 0.000000, 0.000000, 0.00, 0:0:0, 27.48, 1021.95, 43.18
97584, 0.000000, 0.000000, 0.00, 0:0:0, 27.48, 1021.92, 43.21
98831, 0.000000, 0.000000, 0.00, 0:0:0, 27.48, 1021.92, 43.21
100056, 0.000000, 0.000000, 0.00, 0:0:0, 27.47, 1021.96, 43.20
101281, 0.000000, 0.000000, 0.00, 0:0:0, 27.47, 1021.92, 43.16
102526, 0.000000, 0.000000, 0.00, 0:0:0, 27.46, 1021.93, 43.05
103749, 0.000000, 0.000000, 0.00, 0:0:0, 27.46, 1021.92, 42.87
104970, 0.000000, 0.000000, 0.00, 0:0:0, 27.46, 1021.93, 42.71
106219, 0.000000, 0.000000, 0.00, 0:0:0, 27.46, 1021.92, 42.56
107439, 0.000000, 0.000000, 0.00, 0:0:0, 27.46, 1021.94, 42.42
108664, 0.000000, 0.000000, 0.00, 0:0:0, 27.46, 1021.95, 42.32
109923, 0.000000, 0.000000, 0.00, 0:0:0, 27.45, 1021.90, 42.29
111144, 0.000000, 0.000000, 0.00, 0:0:0, 27.45, 1021.93, 42.24
112368, 0.000000, 0.000000, 0.00, 0:0:0, 27.45, 1021.91, 42.19
113638, 0.000000, 0.000000, 0.00, 0:0:0, 27.44, 1021.91, 42.10
114862, 0.000000, 0.000000, 0.00, 0:0:0, 27.44, 1021.94, 42.00
116081, 0.000000, 0.000000, 0.00, 0:0:0, 27.44, 1021.93, 41.91
117343, 0.000000, 0.000000, 0.00, 0:0:0, 27.44, 1021.95, 41.72
118573, 0.000000, 0.000000, 0.00, 0:0:0, 27.44, 1021.96, 41.62
119796, 0.000000, 0.000000, 0.00, 0:0:0, 27.43, 1021.94, 41.52
121044, 0.000000, 0.000000, 0.00, 0:0:0, 27.43, 1021.94, 41.48
122271, 0.000000, 0.000000, 0.00, 0:0:0, 27.43, 1021.93, 41.52
123492, 0.000000, 0.000000, 0.00, 0:0:0, 27.43, 1021.93, 41.54
124730, 0.000000, 0.000000, 0.00, 0:0:0, 27.43, 1021.96, 41.58
125956, 0.000000, 0.000000, 0.00, 0:0:0, 27.42, 1021.93, 41.59
127179, 0.000000, 0.000000, 0.00, 0:0:0, 27.43, 1021.96, 41.56
128430, 0.000000, 0.000000, 0.00, 0:0:0, 27.42, 1021.94, 41.49
129656, 0.000000, 0.000000, 0.00, 0:0:0, 27.42, 1021.94, 41.37
130878, 0.000000, 0.000000, 0.00, 0:0:0, 27.42, 1021.93, 41.32
132126, 0.000000, 0.000000, 0.00, 0:0:0, 27.41, 1021.95, 41.38
133347, 0.000000, 0.000000, 0.00, 0:0:0, 27.41, 1021.93, 41.31
134572, 0.000000, 0.000000, 0.00, 0:0:0, 27.41, 1021.92, 41.24
135826, 0.000000, 0.000000, 0.00, 0:0:0, 27.41, 1021.95, 41.16
137051, 0.000000, 0.000000, 0.00, 0:0:0, 27.40, 1021.96, 41.04
138347, 0.000000, 0.000000, 0.00, 0:0:0, 27.40, 1021.94, 40.80
139584, 0.000000, 0.000000, 0.00, 0:0:0, 27.40, 1021.95, 40.57
140810, 0.000000, 0.000000, 0.00, 0:0:0, 27.39, 1021.91, 40.56
142155, 0.000000, 0.000000, 0.00, 0:0:0, 27.39, 1021.92, 40.55
143383, 0.000000, 0.000000, 0.00, 0:0:0, 27.38, 1021.91, 40.43
144678, 0.000000, 0.000000, 0.00, 0:0:0, 27.38, 1021.92, 40.29
145936, 0.000000, 0.000000, 0.00, 0:0:0, 27.38, 1021.92, 40.24
147166, 0.000000, 0.000000, 0.00, 0:0:0, 27.37, 1021.91, 40.15
148417, 0.000000, 0.000000, 0.00, 0:0:0, 27.37, 1021.90, 40.10
149648, 0.000000, 0.000000, 0.00, 0:0:0, 27.37, 1021.92, 40.06
150886, 0.000000, 0.000000, 0.00, 0:0:0, 27.37, 1021.93, 40.06
152215, 0.000000, 0.000000, 0.00, 0:0:0, 27.37, 1021.96, 40.04
153446, 0.000000, 0.000000, 0.00, 0:0:0, 27.36, 1021.91, 40.05
154783, 0.000000, 0.000000, 0.00, 0:0:0, 27.36, 1021.90, 40.10
156016, 0.000000, 0.000000, 0.00, 0:0:0, 27.36, 1021.93, 40.13
157318, 0.000000, 0.000000, 0.00, 0:0:0, 27.36, 1021.93, 40.13
158548, 0.000000, 0.000000, 0.00, 0:0:0, 27.36, 1021.91, 40.16
159776, 0.000000, 0.000000, 0.00, 0:0:0, 27.36, 1021.99, 40.23
161101, 0.000000, 0.000000, 0.00, 0:0:0, 27.36, 1021.93, 40.40
162334, 0.000000, 0.000000, 0.00, 0:0:0, 27.35, 1021.91, 40.59
163562, 0.000000, 0.000000, 0.00, 0:0:0, 27.36, 1021.92, 40.66
164886, 0.000000, 0.000000, 0.00, 0:0:0, 27.36, 1021.92, 40.72
166113, 0.000000, 0.000000, 0.00, 0:0:0, 27.35, 1021.91, 40.82
167371, 0.000000, 0.000000, 0.00, 0:0:0, 27.35, 1021.92, 40.91
168597, 0.000000, 0.000000, 0.00, 0:0:0, 27.35, 1021.90, 40.93
169825, 0.000000, 0.000000, 0.00, 0:0:0, 27.34, 1021.88, 40.96
171150, 0.000000, 0.000000, 0.00, 0:0:0, 27.34, 1021.89, 40.96
172382, 0.000000, 0.000000, 0.00, 0:0:0, 27.34, 1021.92, 40.95
173673, 0.000000, 0.000000, 0.00, 0:0:0, 27.34, 1021.94, 40.96
174924, 0.000000, 0.000000, 0.00, 0:0:0, 27.33, 1021.92, 41.00
176147, 0.000000, 0.000000, 0.00, 0:0:0, 27.33, 1021.90, 41.01
177459, 0.000000, 0.000000, 0.00, 0:0:0, 27.34, 1021.95, 41.03
178686, 0.000000, 0.000000, 0.00, 0:0:0, 27.33, 1021.94, 41.06
179917, 0.000000, 0.000000, 0.00, 0:0:0, 27.33, 1021.94, 41.09
181163, 0.000000, 0.000000, 0.00, 0:0:0, 27.33, 1021.91, 41.08
182393, 0.000000, 0.000000, 0.00, 0:0:0, 27.33, 1021.92, 41.08
183693, 0.000000, 0.000000, 0.00, 0:0:0, 27.32, 1021.91, 41.07
184931, 0.000000, 0.000000, 0.00, 0:0:0, 27.32, 1021.93, 41.09
186159, 0.000000, 0.000000, 0.00, 0:0:0, 27.32, 1021.94, 41.14
187470, 0.000000, 0.000000, 0.00, 0:0:0, 27.32, 1021.93, 41.20
188693, 0.000000, 0.000000, 0.00, 0:0:0, 27.31, 1021.93, 41.21
189916, 0.000000, 0.000000, 0.00, 0:0:0, 27.32, 1021.92, 41.20
191240, 0.000000, 0.000000, 0.00, 0:0:0, 27.30, 1021.90, 41.23
192466, 0.000000, 0.000000, 0.00, 0:0:0, 27.31, 1021.92, 41.28
193736, 0.000000, 0.000000, 0.00, 0:0:0, 27.31, 1021.90, 41.30
194963, 0.000000, 0.000000, 0.00, 0:0:0, 27.31, 1021.95, 41.27
196191, 0.000000, 0.000000, 0.00, 0:0:0, 27.30, 1021.92, 41.21
197438, 0.000000, 0.000000, 0.00, 0:0:0, 27.31, 1021.97, 41.17
198665, 0.000000, 0.000000, 0.00, 0:0:0, 27.30, 1021.90, 41.10
199889, 0.000000, 0.000000, 0.00, 0:0:0, 27.30, 1021.94, 41.05
201214, 0.000000, 0.000000, 0.00, 0:0:0, 27.30, 1021.92, 40.95
202445, 0.000000, 0.000000, 0.00, 0:0:0, 27.30, 1021.94, 40.94
203741, 0.000000, 0.000000, 0.00, 0:0:0, 27.29, 1021.92, 40.90
204976, 0.000000, 0.000000, 0.00, 0:0:0, 27.29, 1021.93, 40.92
206203, 0.000000, 0.000000, 0.00, 0:0:0, 27.29, 1021.91, 40.90
207558, 0.000000, 0.000000, 0.00, 0:0:0, 27.29, 1021.94, 40.84
208784, 0.000000, 0.000000, 0.00, 0:0:0, 27.28, 1021.93, 40.84
210057, 0.000000, 0.000000, 0.00, 0:0:0, 27.28, 1021.87, 40.80
211342, 0.000000, 0.000000, 0.00, 0:0:0, 27.27, 1021.92, 40.76
212585, 0.000000, 0.000000, 0.00, 0:0:0, 27.26, 1021.91, 40.78
213834, 0.000000, 0.000000, 0.00, 0:0:0, 27.28, 1021.93, 40.91
215060, 0.000000, 0.000000, 0.00, 0:0:0, 27.27, 1021.91, 41.01
216289, 0.000000, 0.000000, 0.00, 0:0:0, 27.27, 1021.94, 41.04
217616, 0.000000, 0.000000, 0.00, 0:0:0, 27.27, 1021.94, 40.94
218842, 0.000000, 0.000000, 0.00, 0:0:0, 27.27, 1021.92, 40.84
220101, 0.000000, 0.000000, 0.00, 0:0:0, 27.25, 1021.92, 40.79
221336, 0.000000, 0.000000, 0.00, 0:0:0, 27.26, 1021.93, 40.77
222568, 0.000000, 0.000000, 0.00, 0:0:0, 27.26, 1021.95, 40.72
223912, 0.000000, 0.000000, 0.00, 0:0:0, 27.26, 1021.91, 40.69
225135, 0.000000, 0.000000, 0.00, 0:0:0, 27.25, 1021.92, 40.71
226375, 0.000000, 0.000000, 0.00, 0:0:0, 27.25, 1021.92, 40.71
227682, 0.000000, 0.000000, 0.00, 0:0:0, 27.24, 1021.89, 40.67
228905, 0.000000, 0.000000, 0.00, 0:0:0, 27.25, 1021.90, 40.66
230151, 0.000000, 0.000000, 0.00, 0:0:0, 27.22, 1021.87, 40.66
231378, 0.000000, 0.000000, 0.00, 0:0:0, 27.23, 1021.90, 40.65
232610, 0.000000, 0.000000, 0.00, 0:0:0, 27.24, 1021.93, 40.61
233939, 0.000000, 0.000000, 0.00, 0:0:0, 27.23, 1021.90, 40.56
235168, 0.000000, 0.000000, 0.00, 0:0:0, 27.24, 1021.93, 40.51
236471, 0.000000, 0.000000, 0.00, 0:0:0, 27.23, 1021.92, 40.50
237697, 0.000000, 0.000000, 0.00, 0:0:0, 27.23, 1021.91, 40.51
238922, 0.000000, 0.000000, 0.00, 0:0:0, 27.22, 1021.91, 40.57
240257, 0.000000, 0.000000, 0.00, 0:0:0, 27.22, 1021.94, 40.65
241481, 0.000000, 0.000000, 0.00, 0:0:0, 27.22, 1021.92, 40.69
242779, 0.000000, 0.000000, 0.00, 0:0:0, 27.21, 1021.90, 40.65
244007, 0.000000, 0.000000, 0.00, 0:0:0, 27.21, 1021.92, 40.61
245232, 0.000000, 0.000000, 0.00, 0:0:0, 27.20, 1021.93, 40.58
246480, 0.000000, 0.000000, 0.00, 0:0:0, 27.21, 1021.94, 40.53
247709, 0.000000, 0.000000, 0.00, 0:0:0, 27.20, 1021.94, 40.49
248938, 0.000000, 0.000000, 0.00, 0:0:0, 27.20, 1021.89, 40.41
250264, 0.000000, 0.000000, 0.00, 0:0:0, 27.20, 1021.90, 40.32
251491, 0.000000, 0.000000, 0.00, 0:0:0, 27.20, 1021.91, 40.36
252769, 0.000000, 0.000000, 0.00, 0:0:0, 27.19, 1021.93, 40.35
254000, 0.000000, 0.000000, 0.00, 0:0:0, 27.19, 1021.89, 40.35
255228, 0.000000, 0.000000, 0.00, 0:0:0, 27.18, 1021.91, 40.35
256569, 0.000000, 0.000000, 0.00, 0:0:0, 27.18, 1021.90, 40.39
257795, 0.000000, 0.000000, 0.00, 0:0:0, 27.18, 1021.93, 40.41
259090, 0.000000, 0.000000, 0.00, 0:0:0, 27.17, 1021.89, 40.40
260320, 0.000000, 0.000000, 0.00, 0:0:0, 27.17, 1021.88, 40.46
261542, 0.000000, 0.000000, 0.00, 0:0:0, 27.17, 1021.90, 40.49
262790, 0.000000, 0.000000, 0.00, 0:0:0, 27.17, 1021.91, 40.54
264020, 0.000000, 0.000000, 0.00, 0:0:0, 27.16, 1021.91, 40.56
265249, 0.000000, 0.000000, 0.00, 0:0:0, 27.15, 1021.89, 40.59
266582, 0.000000, 0.000000, 0.00, 0:0:0, 27.16, 1021.89, 40.63
267809, 0.000000, 0.000000, 0.00, 0:0:0, 27.15, 1021.87, 40.69
269084, 0.000000, 0.000000, 0.00, 0:0:0, 27.15, 1021.89, 40.72
270312, 0.000000, 0.000000, 0.00, 0:0:0, 27.15, 1021.89, 40.76
271538, 0.000000, 0.000000, 0.00, 0:0:0, 27.15, 1021.90, 40.79
272872, 0.000000, 0.000000, 0.00, 0:0:0, 27.15, 1021.91, 40.85
274100, 0.000000, 0.000000, 0.00, 0:0:0, 27.15, 1021.88, 40.89
275355, 0.000000, 0.000000, 0.00, 0:0:0, 27.15, 1021.90, 40.93
276580, 0.000000, 0.000000, 0.00, 0:0:0, 27.15, 1021.90, 40.97
277809, 0.000000, 0.000000, 0.00, 0:0:0, 27.14, 1021.88, 41.00
279054, 0.000000, 0.000000, 0.00, 0:0:0, 27.14, 1021.89, 41.03
280281, 0.000000, 0.000000, 0.00, 0:0:0, 27.14, 1021.90, 41.07
281511, 0.000000, 0.000000, 0.00, 0:0:0, 27.14, 1021.88, 41.16
282851, 0.000000, 0.000000, 0.00, 0:0:0, 27.13, 1021.84, 41.23
284081, 0.000000, 0.000000, 0.00, 0:0:0, 27.14, 1021.92, 41.23
285335, 0.000000, 0.000000, 0.00, 0:0:0, 27.13, 1021.88, 41.23
286560, 0.000000, 0.000000, 0.00, 0:0:0, 27.13, 1021.97, 41.21
287790, 0.000000, 0.000000, 0.00, 0:0:0, 27.13, 1021.91, 41.23
289116, 0.000000, 0.000000, 0.00, 0:0:0, 27.13, 1021.86, 41.21
290343, 0.000000, 0.000000, 0.00, 0:0:0, 27.12, 1021.88, 41.26
291616, 0.000000, 0.000000, 0.00, 0:0:0, 27.12, 1021.91, 41.26
292846, 0.000000, 0.000000, 0.00, 0:0:0, 27.12, 1021.89, 41.31
294075, 0.000000, 0.000000, 0.00, 0:0:0, 27.12, 1021.90, 41.32
295324, 0.000000, 0.000000, 0.00, 0:0:0, 27.12, 1021.89, 41.32
296548, 0.000000, 0.000000, 0.00, 0:0:0, 27.12, 1021.90, 41.33
297778, 0.000000, 0.000000, 0.00, 0:0:0, 27.11, 1021.90, 41.34
299112, 0.000000, 0.000000, 0.00, 0:0:0, 27.12, 1021.91, 41.35
300341, 0.000000, 0.000000, 0.00, 0:0:0, 27.11, 1021.87, 41.36
301593, 0.000000, 0.000000, 0.00, 0:0:0, 27.11, 1021.91, 41.40
302827, 0.000000, 0.000000, 0.00, 0:0:0, 27.11, 1021.90, 41.39
304056, 0.000000, 0.000000, 0.00, 0:0:0, 27.11, 1021.87, 41.40
305388, 0.000000, 0.000000, 0.00, 0:0:0, 27.10, 1021.93, 41.40
306616, 0.000000, 0.000000, 0.00, 0:0:0, 27.10, 1021.91, 41.29
307898, 0.000000, 0.000000, 0.00, 0:0:0, 27.10, 1021.90, 41.12
309127, 0.000000, 0.000000, 0.00, 0:0:0, 27.08, 1021.87, 41.03
310355, 0.000000, 0.000000, 0.00, 0:0:0, 27.09, 1021.94, 41.01
311610, 0.000000, 0.000000, 0.00, 0:0:0, 27.07, 1021.87, 41.07
312848, 0.000000, 0.000000, 0.00, 0:0:0, 27.06, 1021.90, 41.06
314142, 0.000000, 0.000000, 0.00, 0:0:0, 27.07, 1021.85, 41.07
315408, 0.000000, 0.000000, 0.00, 0:0:0, 27.07, 1021.92, 41.13
316639, 0.000000, 0.000000, 0.00, 0:0:0, 27.06, 1021.91, 41.02
317980, 0.000000, 0.000000, 0.00, 0:0:0, 27.06, 1021.89, 40.87
319206, 0.000000, 0.000000, 0.00, 0:0:0, 27.06, 1021.88, 40.89
320502, 0.000000, 0.000000, 0.00, 0:0:0, 27.05, 1021.88, 40.87
321729, 0.000000, 0.000000, 0.00, 0:0:0, 27.05, 1021.92, 40.90
322963, 0.000000, 0.000000, 0.00, 0:0:0, 27.05, 1021.83, 40.98
324298, 0.000000, 0.000000, 0.00, 0:0:0, 27.05, 1021.93, 41.03
325529, 0.000000, 0.000000, 0.00, 0:0:0, 27.04, 1021.95, 41.10
326758, 0.000000, 0.000000, 0.00, 0:0:0, 27.03, 1021.84, 41.16
328095, 0.000000, 0.000000, 0.00, 0:0:0, 27.03, 1021.90, 41.17
329321, 0.000000, 0.000000, 0.00, 0:0:0, 27.03, 1021.90, 41.20
330660, 0.000000, 0.000000, 0.00, 0:0:0, 27.03, 1021.91, 41.34
331886, 0.000000, 0.000000, 0.00, 0:0:0, 27.02, 1021.87, 41.38
333134, 0.000000, 0.000000, 0.00, 0:0:0, 27.01, 1021.89, 41.41
334362, 0.000000, 0.000000, 0.00, 0:0:0, 27.02, 1021.90, 41.44
335593, 0.000000, 0.000000, 0.00, 0:0:0, 27.01, 1021.90, 41.46
336930, 0.000000, 0.000000, 0.00, 0:0:0, 27.01, 1021.90, 41.48
338156, 0.000000, 0.000000, 0.00, 0:0:0, 27.01, 1021.88, 41.51
339419, 0.000000, 0.000000, 0.00, 0:0:0, 27.01, 1021.89, 41.55
340652, 0.000000, 0.000000, 0.00, 0:0:0, 27.01, 1021.90, 41.58
341875, 0.000000, 0.000000, 0.00, 0:0:0, 27.01, 1021.90, 41.62
343213, 0.000000, 0.000000, 0.00, 0:0:0, 27.00, 1021.87, 41.62
344443, 0.000000, 0.000000, 0.00, 0:0:0, 27.00, 1021.90, 41.79
345718, 0.000000, 0.000000, 0.00, 0:0:0, 27.01, 1021.92, 41.87
346952, 0.000000, 0.000000, 0.00, 0:0:0, 26.99, 1021.89, 41.90
348179, 0.000000, 0.000000, 0.00, 0:0:0, 26.99, 1021.90, 41.93
349430, 0.000000, 0.000000, 0.00, 0:0:0, 26.99, 1021.89, 41.96
350658, 0.000000, 0.000000, 0.00, 0:0:0, 26.99, 1021.89, 41.97
351882, 0.000000, 0.000000, 0.00, 0:0:0, 26.99, 1021.91, 42.02
353221, 0.000000, 0.000000, 0.00, 0:0:0, 26.98, 1021.87, 42.01
354446, 0.000000, 0.000000, 0.00, 0:0:0, 26.97, 1021.87, 42.03
355778, 0.000000, 0.000000, 0.00, 0:0:0, 26.98, 1022.10, 42.16
357011, 0.000000, 0.000000, 0.00, 0:0:0, 26.97, 1021.85, 42.39
358310, 0.000000, 0.000000, 0.00, 0:0:0, 26.97, 1021.88, 42.57
359555, 0.000000, 0.000000, 0.00, 0:0:0, 26.96, 1021.88, 42.78
360781, 0.000000, 0.000000, 0.00, 0:0:0, 26.96, 1021.87, 42.88
362120, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.89, 42.94
363350, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.88, 42.95
364579, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.91, 43.00
365916, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.88, 42.93
367150, 0.000000, 0.000000, 0.00, 0:0:0, 26.94, 1021.88, 42.92
368491, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.89, 43.01
369715, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.88, 43.08
370960, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.87, 43.14
372188, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.89, 43.16
373421, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.87, 43.20
374758, 0.000000, 0.000000, 0.00, 0:0:0, 26.95, 1021.89, 43.22
375983, 0.000000, 0.000000, 0.00, 0:0:0, 26.94, 1021.86, 43.25
377250, 0.000000, 0.000000, 0.00, 0:0:0, 26.94, 1021.86, 43.28
378482, 0.000000, 0.000000, 0.00, 0:0:0, 26.93, 1021.86, 43.30
379711, 0.000000, 0.000000, 0.00, 0:0:0, 26.93, 1021.87, 43.30
381045, 0.000000, 0.000000, 0.00, 0:0:0, 26.94, 1021.87, 43.32
382274, 0.000000, 0.000000, 0.00, 0:0:0, 26.94, 1021.88, 43.34
383562, 0.000000, 0.000000, 0.00, 0:0:0, 26.94, 1021.86, 43.36
384792, 0.000000, 0.000000, 0.00, 0:0:0, 26.93, 1021.87, 43.37
386019, 0.000000, 0.000000, 0.00, 0:0:0, 26.93, 1021.85, 43.38
387267, 0.000000, 0.000000, 0.00, 0:0:0, 26.93, 1021.87, 43.37
388493, 0.000000, 0.000000, 0.00, 0:0:0, 26.93, 1021.87, 43.35
389720, 0.000000, 0.000000, 0.00, 0:0:0, 26.92, 1021.86, 43.40
391063, 0.000000, 0.000000, 0.00, 0:0:0, 26.93, 1021.88, 43.50
392289, 0.000000, 0.000000, 0.00, 0:0:0, 26.91, 1021.86, 43.56
393632, 0.000000, 0.000000, 0.00, 0:0:0, 26.92, 1021.87, 43.59
394862, 0.000000, 0.000000, 0.00, 0:0:0, 26.90, 1021.84, 43.63
396163, 0.000000, 0.000000, 0.00, 0:0:0, 26.92, 1021.85, 43.64
397414, 0.000000, 0.000000, 0.00, 0:0:0, 26.92, 1021.86, 43.64
398642, 0.000000, 0.000000, 0.00, 0:0:0, 26.91, 1021.83, 43.65
399975, 0.000000, 0.000000, 0.00, 0:0:0, 26.91, 1021.86, 43.68
401207, 0.000000, 0.000000, 0.00, 0:0:0, 26.91, 1021.88, 43.77
402432, 0.000000, 0.000000, 0.00, 0:0:0, 26.91, 1021.89, 43.75
403771, 0.000000, 0.000000, 0.00, 0:0:0, 26.90, 1021.87, 43.64
404998, 0.000000, 0.000000, 0.00, 0:0:0, 26.90, 1021.86, 43.56
406335, 0.000000, 0.000000, 0.00, 0:0:0, 26.91, 1021.85, 43.45
